RAAA#,Name,PROS,CED,BW,WW,YW,ADG,DMI,Milk,ME,HPG,CEM,STAY,Marb,YG,CW,REA,FAT,HB,GM,cow,bull,higher_count,lower_count,combined_count,PROS_pct,CED_pct,Milk_pct,WW_pct,YW_pct,ADG_pct,HPG_pct,CEM_pct,Marb_pct,STAY_pct,CW_pct,REA_pct,HB_pct,GM_pct,BW_pct,DMI_pct,ME_pct,YG_pct,FAT_pct,pair_score
PM11,HHOLL N18 - LSF SRR PRESIDENT 8177F,178,18,-5.6,61,91,0.19,0.63,28,-6,14,10,21,0.8,0.0,17,0.19,0.01,111,67,N18 , 8177F,8,3,11,1.5513120258797408,1.6254031757908463,-0.3793066276596828,-1.2639854063772837,-1.1765103541828796,-1.047162187168845,0.6614378277661476,0.9972640167606985,1.6587742337854974,1.1903913768884236,-0.938017298360985,-0.8533239793515626,1.3606369055411007,0.6402420713370138,2.4563473478253344,-0.6525397975979601,1.0017214679638937,0.14827672424682972,-1.4381174563233068,18.575793534938526
PM12,HHOLL N201 - LSF SRR PRESIDENT 8177F,165,15,-3.5,66,101,0.22,0.85,25,-5,13,9,21,0.65,-0.05,17,0.26,0.0,109,56,N201 , 8177F,5,3,8,1.2036041580101438,0.0,-1.5172265106387313,-0.7373248203867488,-0.6862977066066798,-0.69810812477923,0.0,0.0,0.7017890989092488,1.1903913768884236,-0.938017298360985,0.14222066322526056,1.294264373563486,-0.5335350594475116,0.4723744899664105,-1.370333574955716,0.7512911009729203,0.8896603454809785,-0.0,8.876563775337983
PM13,HHOLL N202 - LSF SRR PRESIDENT 8177F,158,14,-3.3,68,100,0.2,0.72,29,-7,12,8,18,0.76,-0.11,18,0.33,-0.02,93,65,N202 , 8177F,6,4,10,1.016376844541899,-0.5418010585969488,0.0,-0.526660585990535,-0.7353189713642997,-0.9308108330389733,-0.6614378277661476,-0.9972640167606985,1.4035781978184976,0.2975978442221059,-0.8598491901642362,1.1377653058020836,0.7632841177425685,0.42682804755800924,0.28342469397984615,-0.946182706517042,1.252151834954867,1.7793206909619568,2.8762349126466136,15.39732654940851
PM14,HHOLL N23 - LSF SRR PRESIDENT 8177F,151,16,-4.2,64,93,0.19,0.72,31,-7,12,9,18,0.74,-0.04,16,0.2,0.0,91,60,N23 , 8177F,6,3,9,0.8291495310736544,0.5418010585969488,0.7586132553193656,-0.9479890547829629,-1.0784678246676396,-1.047162187168845,-0.6614378277661476,0.0,1.2759801798349977,0.2975978442221059,-1.0161854065577338,-0.711103316126302,0.696911585764954,-0.10670701188950231,1.1336987759193853,-0.946182706517042,1.252151834954867,0.7413836212341486,-0.0,11.296181320468028
PM15,HHOLL N25 - LSF SRR PRESIDENT 8177F,143,16,-4.7,64,93,0.18,0.78,31,-5,12,9,19,0.7,-0.05,12,0.2,0.0,92,51,N25 , 8177F,6,3,9,0.6151754585385178,0.5418010585969488,0.7586132553193656,-0.9479890547829629,-1.0784678246676396,-1.1635135412987168,-0.6614378277661476,0.0,1.0207841438679979,0.5951956884442118,-1.3288578393447286,-0.711103316126302,0.7300978517537613,-1.0670701188950231,1.606073265885796,-1.1419446457964302,0.7512911009729203,0.8896603454809785,-0.0,9.692436969206323
PM16,HHOLL N28 - LSF SRR PRESIDENT 8177F,178,17,-5.2,65,98,0.2,0.69,29,-6,13,10,21,0.79,-0.01,19,0.22,0.01,111,67,N28 , 8177F,7,3,10,1.5513120258797408,1.0836021171938977,0.0,-0.8426569375848559,-0.8333615008795396,-0.9308108330389733,0.0,0.9972640167606985,1.5949752247937474,1.1903913768884236,-0.7816810819674875,-0.4266619896757813,1.3606369055411007,0.6402420713370138,2.0784477558522068,-0.8483017368773479,1.0017214679638937,0.29655344849365944,-1.4381174563233068,17.073365152186234
PM17,HHOLL N34 - LSF SRR PRESIDENT 8177F,161,13,-3.2,62,98,0.22,0.95,23,-4,14,8,20,0.69,-0.04,15,0.22,0.0,101,59,N34 , 8177F,5,3,8,1.0966171217425753,-1.0836021171938977,-2.275839765958097,-1.158653289179177,-0.8333615008795396,-0.69810812477923,0.6614378277661476,-0.9972640167606985,0.9569851348762478,0.8927935326663177,-1.0943535147544825,-0.4266619896757813,1.0287742456530273,-0.21341402377900462,0.1889497959865644,-1.6966034737546962,0.5008607339819469,0.7413836212341486,-0.0,4.0441465336247795
PM18,HHOLL N37 - LSF SRR PRESIDENT 8177F,164,14,-3.2,65,99,0.21,0.79,25,-5,13,8,22,0.63,-0.05,16,0.21,0.0,111,53,N37 , 8177F,4,3,7,1.1768573989432516,-0.5418010585969488,-1.5172265106387313,-0.8426569375848559,-0.7843402361219196,-0.8144594789091018,0.0,-0.9972640167606985,0.5741910809257489,1.4879892211105297,-1.0161854065577338,-0.5688826529010418,1.3606369055411007,-0.8536560951160185,0.1889497959865644,-1.1745716356763283,0.7512911009729203,0.8896603454809785,-0.0,4.86112987765263
PM19,HHOLL N40 - LSF SRR PRESIDENT 8177F,140,16,-4.5,54,85,0.19,0.65,26,-6,12,9,18,0.7,-0.02,9,0.1,0.0,84,57,N40 , 8177F,5,3,8,0.5349351813378416,0.5418010585969488,-1.1379198829790484,-2.001310226764033,-1.4706379427285994,-1.047162187168845,-0.6614378277661476,0.0,1.0207841438679979,0.2975978442221059,-1.563362163934975,-2.133309948378906,0.4646077238433027,-0.42682804755800924,1.4171234698992317,-0.7177937773577562,1.0017214679638937,0.4448301727404892,-0.0,4.570513671880281
PM20,HHOLL N42 - LSF SRR PRESIDENT 8177F,168,15,-4.0,68,102,0.21,0.75,31,-6,13,8,20,0.78,-0.01,19,0.19,0.0,103,65,N42 , 8177F,6,3,9,1.28384443521082,0.0,0.7586132553193656,-0.526660585990535,-0.6372764418490597,-0.8144594789091018,0.0,-0.9972640167606985,1.5311762158019975,0.8927935326663177,-0.7816810819674875,-0.8533239793515626,1.0951467776306418,0.42682804755800924,0.944748979932821,-1.0440636761567361,1.0017214679638937,0.29655344849365944,-0.0,12.158665413512143
PM21,HHOLL N43 - LSF SRR PRESIDENT 8177F,164,12,-2.5,72,111,0.24,0.95,28,-3,13,7,20,0.72,-0.03,21,0.24,0.0,100,64,N43 , 8177F,5,2,7,1.1768573989432516,-1.6254031757908463,-0.3793066276596828,-0.10533211719810699,-0.1960850590304799,-0.46540541651948686,0.0,-1.994528033521397,1.1483821618514978,0.8927935326663177,-0.6253448655739899,-0.14222066322526056,0.99558797966422,0.3201210356685069,-0.4723744899664105,-1.6966034737546962,0.25043036699097343,0.5931068969873189,-0.0,4.012682450750599
PM22,HHOLL N44 - LSF SRR PRESIDENT 8177F,166,11,-2.2,74,114,0.25,0.92,28,-2,12,7,20,0.73,-0.02,28,0.25,-0.01,93,73,N44 , 8177F,6,2,8,1.2303509170770357,-2.1672042343877953,-0.3793066276596828,0.10533211719810699,-0.049021264757619976,-0.3490540623896152,-0.6614378277661476,-1.994528033521397,1.2121811708432477,0.8927935326663177,-0.07816810819674874,0.0,0.7632841177425685,1.2804841426740277,-0.7557991839462567,-1.5987225041150024,-0.0,0.4448301727404892,1.4381174563233068,6.222374237110692
PM23,HHOLL N46B - LSF SRR PRESIDENT 8177F,171,11,-1.9,76,115,0.24,0.83,28,-5,13,7,21,0.63,-0.05,25,0.33,0.0,109,62,N46B , 8177F,7,2,9,1.3640847124114963,-2.1672042343877953,-0.3793066276596828,0.31599635159432093,0.0,-0.46540541651948686,0.0,-1.994528033521397,0.5741910809257489,1.1903913768884236,-0.31267243278699497,1.1377653058020836,1.294264373563486,0.10670701188950231,-1.0392238779261034,-1.30507959519592,0.7512911009729203,0.8896603454809785,-0.0,7.7193311485405225
PM24,HHOLL N53 - LSF SRR PRESIDENT 8177F,170,15,-4.4,69,103,0.21,0.77,30,-5,13,9,20,0.84,-0.01,18,0.21,0.01,103,68,N53 , 8177F,6,3,9,1.3373379533446044,0.0,0.3793066276596828,-0.42132846879242797,-0.5882551770914398,-0.8144594789091018,0.0,0.0,1.9139702697524965,0.8927935326663177,-0.8598491901642362,-0.5688826529010418,1.0951467776306418,0.7469490832265161,1.32264857190595,-1.109317655916532,0.7512911009729203,0.29655344849365944,-1.4381174563233068,12.440579108496637
PM25,HHOLL N55 - LSF SRR PRESIDENT 8177F,171,15,-3.8,69,103,0.21,0.8,30,-6,12,9,20,0.69,-0.09,21,0.33,-0.01,108,63,N55 , 8177F,7,4,11,1.3640847124114963,0.0,0.3793066276596828,-0.42132846879242797,-0.5882551770914398,-0.8144594789091018,-0.6614378277661476,0.0,0.9569851348762478,0.8927935326663177,-0.6253448655739899,1.1377653058020836,1.2610781075746786,0.21341402377900462,0.7557991839462567,-1.2071986255562264,1.0017214679638937,1.4827672424682972,1.4381174563233068,18.070600174723864
PM26,HHOLL N57 - LSF SRR PRESIDENT 8177F,,13,-2.7,69,106,0.23,0.68,26,-5,12,7,19,,,,,,89,,N57 , 8177F,2,1,3,,-1.0836021171938977,-1.1379198829790484,-0.42132846879242797,-0.4411913828185799,-0.5817567706493584,-0.6614378277661476,-1.994528033521397,,0.5951956884442118,,,0.6305390537873393,,-0.28342469397984615,-0.8156747469974501,0.7512911009729203,,,-2.5543792142851265
PM27,HHOLL N60 - LSF SRR PRESIDENT 8177F,154,17,-4.4,64,98,0.22,0.79,29,-4,12,9,18,0.72,-0.05,19,0.28,0.0,88,66,N60 , 8177F,7,3,10,0.9093898082743308,1.0836021171938977,0.0,-0.9479890547829629,-0.8333615008795396,-0.69810812477923,-0.6614378277661476,0.0,1.1483821618514978,0.2975978442221059,-0.7816810819674875,0.4266619896757816,0.597352787798532,0.5335350594475116,1.32264857190595,-1.1745716356763283,0.5008607339819469,0.8896603454809785,-0.0,14.045018530409036
PM28,HHOLL N61 - LSF SRR PRESIDENT 8177F,165,13,-2.9,67,103,0.22,0.87,27,-4,13,8,22,0.63,-0.05,18,0.25,0.0,109,56,N61 , 8177F,4,2,6,1.2036041580101438,-1.0836021171938977,-0.7586132553193656,-0.6319927031886419,-0.5882551770914398,-0.69810812477923,0.0,-0.9972640167606985,0.5741910809257489,1.4879892211105297,-0.8598491901642362,0.0,1.294264373563486,-0.5335350594475116,-0.0944748979932822,-1.4355875547155121,0.5008607339819469,0.8896603454809785,-0.0,4.337610697962111
PM29,HHOLL N62 - LSF SRR PRESIDENT 8177F,148,16,-4.3,60,90,0.19,0.78,27,-6,12,9,19,0.7,-0.05,11,0.17,0.0,95,53,N62 , 8177F,5,3,8,0.7489092538729782,0.5418010585969488,-0.7586132553193656,-1.3693175235753907,-1.2255316189404994,-1.047162187168845,-0.6614378277661476,0.0,1.0207841438679979,0.5951956884442118,-1.4070259475414775,-1.1377653058020831,0.8296566497201834,-0.8536560951160185,1.2281736739126672,-1.1419446457964302,1.0017214679638937,0.8896603454809785,-0.0,6.821772975390021
PM30,HHOLL N64 - LSF SRR PRESIDENT 8177F,183,17,-4.8,64,95,0.2,0.74,31,-5,13,10,22,0.78,-0.01,19,0.2,0.0,117,66,N64 , 8177F,8,3,11,1.6850458212142012,1.0836021171938977,0.7586132553193656,-0.9479890547829629,-0.9804252951523995,-0.9308108330389733,0.0,0.9972640167606985,1.5311762158019975,1.4879892211105297,-0.7816810819674875,-0.711103316126302,1.5597545014739445,0.5335350594475116,1.7005481638790776,-1.011436686276838,0.7512911009729203,0.29655344849365944,-0.0,19.52793488788747
PM31,HHOLL N65 - LSF SRR PRESIDENT 8177F,172,17,-5.3,65,99,0.21,0.84,28,-5,14,10,19,0.88,-0.02,18,0.2,0.0,101,71,N65 , 8177F,8,3,11,1.3908314714783885,1.0836021171938977,-0.3793066276596828,-0.8426569375848559,-0.7843402361219196,-0.8144594789091018,0.6614378277661476,0.9972640167606985,2.1691663057194965,0.5951956884442118,-0.8598491901642362,-0.711103316126302,1.0287742456530273,1.0670701188950231,2.172922653845488,-1.337706585075818,0.7512911009729203,0.4448301727404892,-0.0,18.988262993278212
PM32,HHOLL N70 - LSF SRR PRESIDENT 8177F,164,16,-4.4,69,101,0.2,0.72,30,-6,12,9,19,0.75,-0.11,21,0.39,-0.01,96,68,N70 , 8177F,8,4,12,1.1768573989432516,0.5418010585969488,0.3793066276596828,-0.42132846879242797,-0.6862977066066798,-0.9308108330389733,-0.6614378277661476,0.0,1.3397791888267476,0.5951956884442118,-0.6253448655739899,1.9910892851536461,0.8628429157089907,0.7469490832265161,1.32264857190595,-0.946182706517042,1.0017214679638937,1.7793206909619568,1.4381174563233068,21.728940642417868
PM33,HHOLL N73 - LSF SRR PRESIDENT 8177F,164,13,-3.3,72,105,0.21,0.84,31,-7,12,8,19,0.73,-0.09,20,0.33,-0.01,102,62,N73 , 8177F,7,4,11,1.1768573989432516,-1.0836021171938977,0.7586132553193656,-0.10533211719810699,-0.49021264757619976,-0.8144594789091018,-0.6614378277661476,-0.9972640167606985,1.2121811708432477,0.5951956884442118,-0.7035129737707387,1.1377653058020836,1.0619605116418347,0.10670701188950231,0.28342469397984615,-1.337706585075818,1.252151834954867,1.4827672424682972,1.4381174563233068,15.06818513014931
PM34,HHOLL N77 - LSF SRR PRESIDENT 8177F,158,17,-4.7,69,102,0.21,0.9,29,-5,13,10,20,0.69,-0.05,16,0.25,0.0,104,54,N77 , 8177F,6,3,9,1.016376844541899,1.0836021171938977,0.0,-0.42132846879242797,-0.6372764418490597,-0.8144594789091018,0.0,0.9972640167606985,0.9569851348762478,0.8927935326663177,-1.0161854065577338,0.0,1.1283330436194492,-0.7469490832265161,1.606073265885796,-1.5334685243552062,0.7512911009729203,0.8896603454809785,-0.0,14.223815512225851
PM35,HHOLL N80 - LSF SRR PRESIDENT 8177F,151,15,-3.6,69,104,0.22,0.77,29,-5,11,8,18,0.74,-0.02,21,0.19,0.0,86,65,N80 , 8177F,5,3,8,0.8291495310736544,0.0,0.0,-0.42132846879242797,-0.5392339123338198,-0.69810812477923,-1.3228756555322951,-0.9972640167606985,1.2759801798349977,0.2975978442221059,-0.6253448655739899,-0.8533239793515626,0.5309802558209173,0.42682804755800924,0.5668493879596926,-1.109317655916532,0.7512911009729203,0.4448301727404892,-0.0,7.036991031705355
PM36,HHOLL N84 - LSF SRR PRESIDENT 8177F,156,16,-4.0,69,106,0.23,0.76,30,-4,12,9,18,0.72,-0.01,22,0.22,0.0,88,68,N84 , 8177F,7,3,10,0.962883326408115,0.5418010585969488,0.3793066276596828,-0.42132846879242797,-0.4411913828185799,-0.5817567706493584,-0.6614378277661476,0.0,1.1483821618514978,0.2975978442221059,-0.5471767573772413,-0.4266619896757813,0.597352787798532,0.7469490832265161,0.944748979932821,-1.076690666036634,0.5008607339819469,0.29655344849365944,-0.0,12.962352644159633
PM37,HHOLL N89 - LSF SRR PRESIDENT 8177F,169,13,-2.8,69,105,0.22,0.81,31,-3,12,8,21,0.68,-0.02,27,0.22,-0.01,103,66,N89 , 8177F,6,3,9,1.3105911942777122,-1.0836021171938977,0.7586132553193656,-0.42132846879242797,-0.49021264757619976,-0.69810812477923,-0.6614378277661476,-0.9972640167606985,0.8931861258844986,1.1903913768884236,-0.15633621639349748,-0.4266619896757813,1.0951467776306418,0.5335350594475116,-0.1889497959865644,-1.2398256154361245,0.25043036699097343,0.4448301727404892,1.4381174563233068,10.465084464729719
PM38,HHOLL N90 - LSF SRR PRESIDENT 8177F,152,15,-4.0,68,100,0.2,0.7,31,-6,12,8,19,0.68,-0.05,17,0.26,0.0,96,56,N90 , 8177F,6,3,9,0.8558962901405467,0.0,0.7586132553193656,-0.526660585990535,-0.7353189713642997,-0.9308108330389733,-0.6614378277661476,-0.9972640167606985,0.8931861258844986,0.5951956884442118,-0.938017298360985,0.14222066322526056,0.8628429157089907,-0.5335350594475116,0.944748979932821,-0.8809287267572459,1.0017214679638937,0.8896603454809785,-0.0,10.371102191291588
PM39,HHOLL N91 - LSF SRR PRESIDENT 8177F,,15,-3.7,63,97,0.21,0.65,28,-5,12,8,18,,,,,,84,,N91 , 8177F,2,2,4,,0.0,-0.3793066276596828,-1.05332117198107,-0.8823827656371598,-0.8144594789091018,-0.6614378277661476,-0.9972640167606985,,0.2975978442221059,,,0.4646077238433027,,0.661324285952975,-0.7177937773577562,0.7512911009729203,,,1.6367072577288022
PM40,HHOLL N92 - LSF SRR PRESIDENT 8177F,151,17,-4.4,64,93,0.19,0.71,30,-7,12,9,18,0.74,-0.04,16,0.2,0.0,91,60,N92 , 8177F,6,3,9,0.8291495310736544,1.0836021171938977,0.3793066276596828,-0.9479890547829629,-1.0784678246676396,-1.047162187168845,-0.6614378277661476,0.0,1.2759801798349977,0.2975978442221059,-1.0161854065577338,-0.711103316126302,0.696911585764954,-0.10670701188950231,1.32264857190595,-0.9135557166371439,1.252151834954867,0.7413836212341486,-0.0,11.951153066570232
PM41,HHOLL N93 - LSF SRR PRESIDENT 8177F,157,12,-2.8,64,97,0.2,0.74,28,-5,12,7,19,0.73,-0.09,19,0.39,0.0,91,66,N93 , 8177F,6,2,8,0.9896300854750072,-1.6254031757908463,-0.3793066276596828,-0.9479890547829629,-0.8823827656371598,-0.9308108330389733,-0.6614378277661476,-1.994528033521397,1.2121811708432477,0.5951956884442118,-0.7816810819674875,1.9910892851536461,0.696911585764954,0.5335350594475116,-0.1889497959865644,-1.011436686276838,0.7512911009729203,1.4827672424682972,-0.0,6.951159658456375
PM42,HHOLL N94 - LSF SRR PRESIDENT 8177F,149,13,-2.5,68,103,0.22,0.72,29,-5,12,8,19,0.69,-0.03,15,0.19,0.0,90,59,N94 , 8177F,4,2,6,0.7756560129398704,-1.0836021171938977,0.0,-0.526660585990535,-0.5882551770914398,-0.69810812477923,-0.6614378277661476,-0.9972640167606985,0.9569851348762478,0.5951956884442118,-1.0943535147544825,-0.8533239793515626,0.6637253197761466,-0.21341402377900462,-0.4723744899664105,-0.946182706517042,0.7512911009729203,0.5931068969873189,-0.0,2.2166404129903032
PM43,HHOLL N96 - LSF SRR PRESIDENT 8177F,163,15,-4.1,70,106,0.23,0.89,29,-3,12,9,19,0.75,-0.02,25,0.22,-0.01,94,69,N96 , 8177F,5,4,9,1.1501106398763596,0.0,0.0,-0.31599635159432093,-0.4411913828185799,-0.5817567706493584,-0.6614378277661476,0.0,1.3397791888267476,0.5951956884442118,-0.31267243278699497,-0.4266619896757813,0.796470383731376,0.8536560951160185,1.0392238779261027,-1.500841534475308,0.25043036699097343,0.4448301727404892,1.4381174563233068,13.045849447415545
PM44,HHOLL N99 - LSF SRR PRESIDENT 8177F,149,15,-4.3,67,97,0.19,0.81,31,-6,12,9,19,0.72,-0.05,13,0.22,0.0,97,53,N99 , 8177F,5,3,8,0.7756560129398704,0.0,0.7586132553193656,-0.6319927031886419,-0.8823827656371598,-1.047162187168845,-0.6614378277661476,0.0,1.1483821618514978,0.5951956884442118,-1.2506897311479799,-0.4266619896757813,0.896029181697798,-0.8536560951160185,1.2281736739126672,-1.2398256154361245,1.0017214679638937,0.8896603454809785,-0.0,9.056810606886486
PM45,HHOLL N12 - LSF SRR PRESIDENT 8177F,156,13,-3.0,70,103,0.2,0.78,30,-7,12,8,18,0.76,-0.11,19,0.35,-0.02,91,65,N12 , 8177F,7,3,10,0.962883326408115,-1.0836021171938977,0.3793066276596828,-0.31599635159432093,-0.5882551770914398,-0.9308108330389733,-0.6614378277661476,-0.9972640167606985,1.4035781978184976,0.2975978442221059,-0.7816810819674875,1.422206632252604,0.696911585764954,0.42682804755800924,-0.0,-1.1419446457964302,1.252151834954867,1.7793206909619568,2.8762349126466136,14.906352354783941
PM46,HHOLL N41 - LSF SRR PRESIDENT 8177F,163,15,-4.2,66,98,0.2,0.74,31,-6,12,9,19,0.75,-0.07,21,0.28,-0.01,97,67,N41 , 8177F,7,4,11,1.1501106398763596,0.0,0.7586132553193656,-0.7373248203867488,-0.8333615008795396,-0.9308108330389733,-0.6614378277661476,0.0,1.3397791888267476,0.5951956884442118,-0.6253448655739899,0.4266619896757816,0.896029181697798,0.6402420713370138,1.1336987759193853,-1.011436686276838,1.0017214679638937,1.1862137939746378,1.4381174563233068,17.55201013606941
PM47,HHOLL N79 - LSF SRR PRESIDENT 8177F,158,13,-3.1,68,107,0.25,0.81,28,-3,12,8,18,0.73,-0.01,22,0.2,0.0,87,70,N79 , 8177F,5,3,8,1.016376844541899,-1.0836021171938977,-0.3793066276596828,-0.526660585990535,-0.3921701180609598,-0.3490540623896152,-0.6614378277661476,-0.9972640167606985,1.2121811708432477,0.2975978442221059,-0.5471767573772413,-0.711103316126302,0.5641665218097246,0.9603631070055207,0.0944748979932822,-1.2398256154361245,0.25043036699097343,0.29655344849365944,-0.0,5.722157450568007
PM48,HHOLL N45 - LSF SRR PRESIDENT 8177F,147,18,-5.1,63,97,0.21,0.7,29,-6,12,10,18,0.7,-0.03,16,0.21,0.0,86,61,N45 , 8177F,6,3,9,0.7221624948060862,1.6254031757908463,0.0,-1.05332117198107,-0.8823827656371598,-0.8144594789091018,-0.6614378277661476,0.9972640167606985,1.0207841438679979,0.2975978442221059,-1.0161854065577338,-0.5688826529010418,0.5309802558209173,0.0,1.983972857858924,-0.8809287267572459,1.0017214679638937,0.5931068969873189,-0.0,13.675948680273827
PM49,HHOLL N102 - LSF SRR PRESIDENT 8177F,159,15,-3.8,66,101,0.22,0.86,25,-5,13,9,19,0.72,-0.06,15,0.25,0.0,99,60,N102 , 8177F,4,3,7,1.0431236036087912,0.0,-1.5172265106387313,-0.7373248203867488,-0.6862977066066798,-0.69810812477923,0.0,0.0,1.1483821618514978,0.5951956884442118,-1.0943535147544825,0.0,0.9624017136754125,-0.10670701188950231,0.7557991839462567,-1.402960564835614,0.7512911009729203,1.0379370697278079,-0.0,7.762963531832623
