RAAA#,Name,PROS,CED,BW,WW,YW,ADG,DMI,Milk,ME,HPG,CEM,STAY,Marb,YG,CW,REA,FAT,HB,GM,cow,bull,higher_count,lower_count,combined_count,PROS_pct,CED_pct,Milk_pct,WW_pct,YW_pct,ADG_pct,HPG_pct,CEM_pct,Marb_pct,STAY_pct,CW_pct,REA_pct,HB_pct,GM_pct,BW_pct,DMI_pct,ME_pct,YG_pct,FAT_pct,pair_score
PM45,HHOLL N34 - HHOLL N17,143,13,-2.6,57,91,0.22,0.83,22,-2,13,7,19,0.6,-0.05,13,0.19,0.0,88,56,N34, N17,5,3,8,1.0597840584434104,-0.9586025865388217,-3.2575243618663645,-1.5791594688378516,-1.4057450701245742,-0.9873099780881853,0.0,-1.4107600442453092,0.6874495418478888,1.1985907217686365,-1.292364484720256,-0.6278557943912955,1.4013397323056256,-0.7734147028624427,-0.4431056726686162,-1.336657268601296,-0.0,1.0412229642555815,-0.0,0.32903856188793235
PM46,HHOLL N37 - BHR CENTERFIRE 57,140,15,-2.8,63,100,0.23,0.77,26,-7,13,8,19,0.5,-0.06,13,0.29,0.01,91,49,N37, 57,6,2,8,0.921551355168183,0.0,-1.3960818693712993,-0.9869746680236573,-0.8785906688278587,-0.822758315073488,0.0,-0.7053800221226546,-0.45829969456526,1.1985907217686365,-1.292364484720256,0.41857052959419677,1.6348963543565636,-1.8561952868698623,-0.22155283633430833,-1.136158678311102,1.620542686689271,1.2147601249648448,-1.0529461772445508,5.134391739503156
PM47,HHOLL N37 - GMRA PATRIOT N5243,148,15,-2.8,64,102,0.24,0.67,27,-3,12,8,21,0.48,0.02,19,0.13,0.01,96,52,N37, N5243,4,1,5,1.2901718972354563,0.0,-0.9307212462475327,-0.8882772012212916,-0.7614452463174777,-0.6582066520587905,-0.5619514869490164,-0.7053800221226546,-0.68744954184789,2.397181443537273,-0.8077278029501601,-1.255711588782591,2.0241573911081265,-1.3921464651523967,-0.22155283633430833,-0.8019943611607779,0.3241085373378542,-0.17353716070926356,-1.0529461772445508,0.9614327038893924
PM48,HHOLL N37 - HHOLL N17,147,14,-2.7,60,92,0.2,0.67,24,-4,12,7,21,0.54,-0.05,13,0.18,0.0,97,50,N37, N17,4,3,7,1.2440943294770472,-0.47930129326941084,-2.3268031156188322,-1.2830670684307544,-1.3471723588693836,-1.3164133041175803,-0.5619514869490164,-1.4107600442453092,0.0,2.397181443537273,-1.292364484720256,-0.7324984267898448,2.1020095984584386,-1.7015123462973736,-0.332329254501462,-0.8019943611607779,0.6482170746757084,1.0412229642555815,-0.0,1.922026932449409
PM49,HHOLL N40 - BHR CENTERFIRE 57,116,18,-4.2,52,86,0.21,0.63,26,-7,11,9,15,0.57,-0.04,6,0.19,0.01,64,52,N40, 57,3,3,6,-0.18431027103363665,1.4379038798082324,-1.3960818693712993,-2.0726468028496803,-1.698608626400527,-1.151861641102883,-1.1239029738980328,0.0,0.3437247709239437,-1.1985907217686365,-1.8577739467853682,-0.6278557943912955,-0.46711324410187527,-1.3921464651523967,1.329317018005849,-0.6683286343006482,1.620542686689271,0.8676858035463177,-1.0529461772445508,-0.6884133548979969
PM50,HHOLL N40 - GMRA PATRIOT N5243,124,18,-4.1,53,88,0.22,0.54,28,-4,10,8,17,0.55,0.04,12,0.03,0.01,69,55,N40, N5243,4,2,6,0.18431027103363665,1.4379038798082324,-0.46536062312376636,-1.9739493360473146,-1.581463203890146,-0.9873099780881853,-1.6858544608470494,-0.7053800221226546,0.114574923641315,0.0,-1.373137265015272,-2.302137912768083,-0.07785220735031255,-0.9280976434349312,1.2185405998386942,-0.36758074886535663,0.6482170746757084,-0.5206114821277906,-1.0529461772445508,-1.9214761020549807
PM51,HHOLL N40 - HHOLL N17,123,16,-3.9,49,78,0.18,0.54,25,-5,11,8,17,0.62,-0.03,7,0.07,0.0,70,53,N40, N17,5,4,9,0.13823270327522746,0.47930129326941084,-1.8614424924950654,-2.3687392032567773,-2.167190316442052,-1.645516630146976,-1.1239029738980328,-0.7053800221226546,0.9165993891305187,0.0,-1.7770011664903522,-1.8835673831738862,0.0,-1.2374635245799082,0.9969877635043864,-0.36758074886535663,0.9723256120135626,0.6941486428370542,-0.0,0.5674263490432185
PM52,HHOLL N44 - BHR CENTERFIRE 57,142,13,-1.9,71,115,0.27,0.9,28,-4,12,7,17,0.6,-0.03,26,0.34,0.0,73,68,N44, 57,7,3,10,1.0137064906850013,-0.9586025865388217,-0.46536062312376636,-0.19739493360473145,0.0,-0.16455166301469762,-0.5619514869490164,-1.4107600442453092,0.6874495418478888,0.0,-0.24231834088504803,0.9417836915869433,0.23355662205093763,1.0827805840074196,-1.218540599838695,-1.5705722906065234,0.6482170746757084,0.6941486428370542,-0.0,8.1309862524173
PM53,HHOLL N44 - GMRA PATRIOT N5243,150,13,-1.8,73,117,0.28,0.81,30,0,11,6,19,0.58,0.05,31,0.18,0.01,78,71,N44, N5243,10,0,10,1.3823270327522748,-0.9586025865388217,0.46536062312376636,0.0,0.11714542251038117,0.0,-1.1239029738980328,-2.1161400663679637,0.45829969456525876,1.1985907217686365,0.161545560590032,-0.7324984267898448,0.6228176588025004,1.5468294057248855,-1.329317018005849,-1.2698244051712317,-0.6482170746757084,-0.6941486428370542,-1.0529461772445508,5.489444743784077
PM54,HHOLL N44 - HHOLL N17,149,11,-1.7,68,107,0.24,0.81,27,-1,12,6,19,0.64,-0.02,26,0.22,-0.01,79,69,N44, N17,5,2,7,1.3362494649938657,-1.9172051730776434,-0.9307212462475327,-0.49348733401182865,-0.46858169004152467,-0.6582066520587905,-0.5619514869490164,-2.1161400663679637,1.1457492364131487,1.1985907217686365,-0.24231834088504803,-0.31392789719564773,0.7006698661528128,1.2374635245799082,-1.4400934361730031,-1.2698244051712317,-0.3241085373378542,0.5206114821277906,1.0529461772445508,2.9781461332514834
PM55,HHOLL N46B - BHR CENTERFIRE 57,146,13,-1.5,73,116,0.27,0.81,28,-7,12,7,18,0.5,-0.07,22,0.42,0.01,89,58,N46B, 57,6,2,8,1.1980167617186381,-0.9586025865388217,-0.46536062312376636,0.0,0.05857271125519058,-0.16455166301469762,-0.5619514869490164,-1.4107600442453092,-0.45829969456526,0.5992953608843182,-0.565409462065112,1.778924750775337,1.4791919396559383,-0.4640488217174656,-1.6616462725073111,-1.2698244051712317,1.620542686689271,1.3882972856741085,-1.0529461772445508,6.5808526106132526
PM56,HHOLL N46B - GMRA PATRIOT N5243,154,13,-1.5,75,118,0.27,0.71,29,-3,11,6,20,0.48,0.01,28,0.26,0.01,94,60,N46B, N5243,7,2,9,1.5666373037859114,-0.9586025865388217,0.0,0.19739493360473145,0.17571813376557177,-0.16455166301469762,-1.1239029738980328,-2.1161400663679637,-0.68744954184789,1.7978860826529546,-0.080772780295016,0.10464263239854933,1.868452976407501,-0.15468294057248852,-1.6616462725073111,-0.9356600880209072,0.3241085373378542,-0.0,-1.0529461772445508,5.432627682690832
PM57,HHOLL N46B - HHOLL N17,153,11,-1.3,70,108,0.24,0.71,27,-4,12,6,20,0.54,-0.06,22,0.31,-0.01,95,58,N46B, N17,5,3,8,1.5205597360275023,-1.9172051730776434,-0.9307212462475327,-0.29609240040709717,-0.41000897878633413,-0.6582066520587905,-0.5619514869490164,-2.1161400663679637,0.0,1.7978860826529546,-0.565409462065112,0.6278557943912955,1.9463051837578136,-0.4640488217174656,-1.8831991088416191,-0.9356600880209072,0.6482170746757084,1.2147601249648448,1.0529461772445508,5.464334792233082
PM58,HHOLL N53 - BHR CENTERFIRE 57,146,16,-4.0,66,104,0.23,0.75,30,-7,13,9,17,0.71,-0.02,15,0.29,0.02,83,63,N53, 57,10,3,13,1.1980167617186381,0.47930129326941084,0.46536062312376636,-0.6908822676165601,-0.6442998238070964,-0.822758315073488,0.0,0.0,1.9477737019023527,0.0,-1.130818924130224,0.41857052959419677,1.0120786955540633,0.30936588114497704,1.1077641816715407,-1.069325814881037,1.620542686689271,0.5206114821277906,-2.1058923544891015,16.522650029145034
PM59,HHOLL N53 - GMRA PATRIOT N5243,154,16,-4.0,68,106,0.24,0.65,31,-3,12,8,19,0.69,0.05,21,0.13,0.02,88,66,N53, N5243,7,2,9,1.5666373037859114,0.47930129326941084,0.9307212462475327,-0.49348733401182865,-0.5271544012967153,-0.6582066520587905,-0.5619514869490164,-0.7053800221226546,1.7186238546197223,1.1985907217686365,-0.646182242360128,-1.255711588782591,1.4013397323056256,0.7734147028624427,1.1077641816715407,-0.7351614977307132,0.3241085373378542,-0.6941486428370542,-2.1058923544891015,10.86719686551906
PM60,HHOLL N53 - HHOLL N17,153,15,-3.8,63,96,0.2,0.65,29,-4,13,8,19,0.75,-0.02,16,0.18,0.01,89,64,N53, N17,8,3,11,1.5205597360275023,0.0,0.0,-0.9869746680236573,-1.112881513848621,-1.3164133041175803,0.0,-0.7053800221226546,2.4060733964676126,1.1985907217686365,-1.0500461438352082,-0.7324984267898448,1.4791919396559383,0.4640488217174656,0.8862113453372324,-0.7351614977307132,0.6482170746757084,0.5206114821277906,-1.0529461772445508,13.481130855001197
PM64,HHOLL N57 - BHR CENTERFIRE 57,,14,-2.3,67,107,0.25,0.66,26,-6,11,7,16,,,,,,69,,N57, 57,0,1,1,,-0.47930129326941084,-1.3960818693712993,-0.5921848008141943,-0.46858169004152467,-0.493654989044093,-1.1239029738980328,-1.4107600442453092,,-0.5992953608843182,,,-0.07785220735031255,,-0.7754349271700787,-0.7685779294457455,1.2964341493514169,,,-5.598461337389749
PM65,HHOLL N57 - GMRA PATRIOT N5243,,14,-2.2,68,110,0.26,0.56,28,-3,10,7,18,,,,,,74,,N57, N5243,2,1,3,,-0.47930129326941084,-0.46536062312376636,-0.49348733401182865,-0.2928635562759529,-0.32910332602939524,-1.6858544608470494,-1.4107600442453092,,0.5992953608843182,,,0.3114088294012502,,-0.8862113453372324,-0.43441361229542147,0.3241085373378542,,,-2.0890180693027585
PM66,HHOLL N57 - HHOLL N17,,12,-2.1,64,99,0.22,0.56,25,-4,11,7,18,,,,,,75,,N57, N17,2,1,3,,-1.4379038798082324,-1.8614424924950654,-0.8882772012212916,-0.9371633800830493,-0.9873099780881853,-1.1239029738980328,-1.4107600442453092,,0.5992953608843182,,,0.3892610367515627,,-0.9969877635043864,-0.43441361229542147,0.6482170746757084,,,-5.2476195025793295
PM67,HHOLL N60 - BHR CENTERFIRE 57,129,18,-4.1,61,99,0.24,0.77,29,-5,11,9,15,0.59,-0.06,16,0.37,0.01,68,61,N60, 57,7,3,10,0.4146981098256824,1.4379038798082324,0.0,-1.1843696016283887,-0.9371633800830493,-0.6582066520587905,-1.1239029738980328,0.0,0.5728746182065738,-1.1985907217686365,-1.0500461438352082,1.255711588782591,-0.1557044147006251,0.0,1.2185405998386942,-1.136158678311102,0.9723256120135626,1.2147601249648448,-1.0529461772445508,10.369444220671634
PM68,HHOLL N60 - GMRA PATRIOT N5243,137,18,-4.0,62,102,0.25,0.68,31,-2,10,9,18,0.56,0.02,21,0.2,0.01,73,64,N60, N5243,8,2,10,0.7833186518929557,1.4379038798082324,0.9307212462475327,-1.0856721348260232,-0.7614452463174777,-0.493654989044093,-1.6858544608470494,0.0,0.22914984728263,0.5992953608843182,-0.646182242360128,-0.523213161992746,0.23355662205093763,0.4640488217174656,1.1077641816715407,-0.8354107928758103,-0.0,-0.17353716070926356,-1.0529461772445508,10.170352875814338
PM69,HHOLL N60 - HHOLL N17,136,16,-3.8,58,91,0.21,0.68,28,-3,11,8,17,0.63,-0.05,16,0.25,0.0,74,62,N60, N17,7,4,11,0.7372410841345466,0.47930129326941084,-0.46536062312376636,-1.480462002035486,-1.4057450701245742,-1.151861641102883,-1.1239029738980328,-0.7053800221226546,1.0311743127718338,0.0,-1.0500461438352082,0.0,0.3114088294012502,0.15468294057248852,0.8862113453372324,-0.8354107928758103,0.3241085373378542,1.0412229642555815,-0.0,9.429936220676517
PM70,HHOLL N61 - BHR CENTERFIRE 57,141,15,-2.5,65,104,0.24,0.85,28,-5,12,8,19,0.5,-0.06,15,0.33,0.01,89,52,N61, 57,5,2,7,0.9676289229265923,0.0,-0.46536062312376636,-0.7895797344189258,-0.6442998238070964,-0.6582066520587905,-0.5619514869490164,-0.7053800221226546,-0.45829969456526,1.1985907217686365,-1.130818924130224,0.8371410591883941,1.4791919396559383,-1.3921464651523967,-0.5538820908357703,-1.403490132031361,0.9723256120135626,1.2147601249648448,-1.0529461772445508,4.570216333191167
PM71,HHOLL N61 - GMRA PATRIOT N5243,149,15,-2.5,66,106,0.25,0.75,29,-2,11,7,21,0.48,0.02,21,0.17,0.01,94,55,N61, N5243,5,1,6,1.3362494649938657,0.0,0.0,-0.6908822676165601,-0.5271544012967153,-0.493654989044093,-1.1239029738980328,-1.4107600442453092,-0.68744954184789,2.397181443537273,-0.646182242360128,-0.8371410591883938,1.868452976407501,-0.9280976434349312,-0.5538820908357703,-1.069325814881037,-0.0,-0.17353716070926356,-1.0529461772445508,2.015985812792602
PM72,HHOLL N61 - HHOLL N17,148,13,-2.3,62,96,0.21,0.75,26,-3,12,7,21,0.55,-0.05,15,0.22,0.0,95,53,N61, N17,4,3,7,1.2901718972354563,-0.9586025865388217,-1.3960818693712993,-1.0856721348260232,-1.112881513848621,-1.151861641102883,-0.5619514869490164,-1.4107600442453092,0.114574923641315,2.397181443537273,-1.130818924130224,-0.31392789719564773,1.9463051837578136,-1.2374635245799082,-0.7754349271700787,-1.069325814881037,0.3241085373378542,1.0412229642555815,-0.0,2.528758115994335
PM73,HHOLL N62 - BHR CENTERFIRE 57,124,17,-3.9,57,91,0.21,0.76,27,-7,12,9,16,0.57,-0.06,8,0.26,0.01,75,49,N62, 57,6,3,9,0.18431027103363665,0.9586025865388217,-0.9307212462475327,-1.5791594688378516,-1.4057450701245742,-1.151861641102883,-0.5619514869490164,0.0,0.3437247709239437,-0.5992953608843182,-1.696228386195336,0.10464263239854933,0.3892610367515627,-1.8561952868698623,0.9969877635043864,-1.1027422465960695,1.620542686689271,1.2147601249648448,-1.0529461772445508,4.847739064503646
PM74,HHOLL N62 - GMRA PATRIOT N5243,132,17,-3.9,59,93,0.22,0.66,28,-3,11,8,18,0.55,0.01,13,0.1,0.01,80,52,N62, N5243,5,3,8,0.5529308131009099,0.9586025865388217,-0.46536062312376636,-1.3817645352331203,-1.2885996476141928,-0.9873099780881853,-1.1239029738980328,-0.7053800221226546,0.114574923641315,0.5992953608843182,-1.292364484720256,-1.5696394859782385,0.7785220735031254,-1.3921464651523967,0.9969877635043864,-0.7685779294457455,0.3241085373378542,-0.0,-1.0529461772445508,2.111513120582658
PM75,HHOLL N62 - HHOLL N17,131,15,-3.8,54,83,0.18,0.67,26,-4,12,8,18,0.62,-0.06,8,0.14,0.0,81,50,N62, N17,5,4,9,0.5068532453425006,0.0,-1.3960818693712993,-1.875251869244949,-1.8743267601660987,-1.645516630146976,-0.5619514869490164,-0.7053800221226546,0.9165993891305187,0.5992953608843182,-1.696228386195336,-1.1510689563840415,0.8563742808534379,-1.7015123462973736,0.8862113453372324,-0.8019943611607779,0.6482170746757084,1.2147601249648448,-0.0,3.0937874478555605
PM82,HHOLL N73 - BHR CENTERFIRE 57,139,15,-3.0,69,106,0.23,0.82,31,-8,12,8,17,0.6,-0.1,17,0.41,0.0,82,57,N73, 57,7,4,11,0.8754737874097739,0.0,0.9307212462475327,-0.3947898672094629,-0.5271544012967153,-0.822758315073488,-0.5619514869490164,-0.7053800221226546,0.6874495418478888,0.0,-0.9692733635401921,1.6742821183767875,0.9342264882037505,-0.6187317622899541,-0.0,-1.3032408368862638,1.9446512240271252,1.9089087678018992,-0.0,14.5134052528001
PM83,HHOLL N73 - GMRA PATRIOT N5243,147,15,-2.9,71,109,0.24,0.72,32,-4,11,8,19,0.57,-0.02,22,0.25,0.0,87,60,N73, N5243,7,3,10,1.2440943294770472,0.0,1.3960818693712993,-0.19739493360473145,-0.35143626753114354,-0.6582066520587905,-1.1239029738980328,-0.7053800221226546,0.3437247709239437,1.1985907217686365,-0.565409462065112,0.0,1.3234875249553133,-0.15468294057248852,-0.11077641816715417,-0.9690765197359398,0.6482170746757084,0.5206114821277906,-0.0,12.112957184111629
PM84,HHOLL N73 - HHOLL N17,146,13,-2.8,66,98,0.2,0.72,30,-5,11,8,18,0.64,-0.09,17,0.3,-0.01,88,58,N73, N17,6,3,9,1.1980167617186381,-0.9586025865388217,0.46536062312376636,-0.6908822676165601,-0.9957360913382399,-1.3164133041175803,-1.1239029738980328,-0.7053800221226546,1.1457492364131487,0.5992953608843182,-0.9692733635401921,0.523213161992746,1.4013397323056256,-0.4640488217174656,-0.22155283633430833,-0.9690765197359398,0.9723256120135626,1.7353716070926355,1.0529461772445508,10.042757372037185
PM85,HHOLL N77 - BHR CENTERFIRE 57,134,18,-4.3,67,103,0.23,0.88,29,-7,12,9,17,0.56,-0.07,13,0.33,0.01,84,50,N77, 57,8,3,11,0.6450859486177282,1.4379038798082324,0.0,-0.5921848008141943,-0.7028725350622871,-0.822758315073488,-0.5619514869490164,0.0,0.22914984728263,0.0,-1.292364484720256,0.8371410591883941,1.0899309029043756,-1.7015123462973736,1.4400934361730027,-1.5037394271764584,1.620542686689271,1.3882972856741085,-1.0529461772445508,12.824296080842474
PM86,HHOLL N77 - GMRA PATRIOT N5243,142,18,-4.2,68,105,0.23,0.78,30,-3,11,9,19,0.54,0.01,19,0.17,0.01,89,53,N77, N5243,7,3,10,1.0137064906850013,1.4379038798082324,0.46536062312376636,-0.49348733401182865,-0.5857271125519058,-0.822758315073488,-1.1239029738980328,0.0,0.0,1.1985907217686365,-0.8077278029501601,-0.8371410591883938,1.4791919396559383,-1.2374635245799082,1.329317018005849,-1.1695751100261342,0.3241085373378542,-0.0,-1.0529461772445508,10.376008964046859
PM87,HHOLL N77 - HHOLL N17,141,17,-4.1,64,95,0.2,0.78,28,-4,12,9,19,0.61,-0.06,14,0.22,0.0,90,51,N77, N17,6,4,10,0.9676289229265923,0.9586025865388217,-0.46536062312376636,-0.8882772012212916,-1.1714542251038116,-1.3164133041175803,-0.5619514869490164,0.0,0.8020244654892037,1.1985907217686365,-1.2115917044252402,-0.31392789719564773,1.5570441470062508,-1.5468294057248855,1.2185405998386942,-1.1695751100261342,0.6482170746757084,1.2147601249648448,-0.0,11.429194691753342
PM88,HHOLL N80 - BHR CENTERFIRE 57,127,17,-3.2,66,105,0.24,0.75,29,-6,11,8,15,0.61,-0.03,18,0.27,0.01,66,60,N80, 57,5,3,8,0.3225429743088641,0.9586025865388217,0.0,-0.6908822676165601,-0.5857271125519058,-0.6582066520587905,-1.1239029738980328,-0.7053800221226546,0.8020244654892037,-1.1985907217686365,-0.8885005832451761,0.20928526479709866,-0.3114088294012502,-0.15468294057248852,0.22155283633430833,-1.069325814881037,1.2964341493514169,0.6941486428370542,-1.0529461772445508,5.182642807649328
PM89,HHOLL N80 - GMRA PATRIOT N5243,134,17,-3.2,68,107,0.25,0.65,30,-2,10,7,18,0.58,0.05,24,0.11,0.01,71,63,N80, N5243,7,2,9,0.6450859486177282,0.9586025865388217,0.46536062312376636,-0.49348733401182865,-0.46858169004152467,-0.493654989044093,-1.6858544608470494,-1.4107600442453092,0.45829969456525876,0.5992953608843182,-0.40386390147508006,-1.4649968535796896,0.07785220735031255,0.30936588114497704,0.22155283633430833,-0.7351614977307132,-0.0,-0.6941486428370542,-1.0529461772445508,4.792295352798686
PM90,HHOLL N80 - HHOLL N17,133,15,-3.0,63,97,0.21,0.66,28,-3,11,7,17,0.65,-0.02,18,0.16,0.0,72,61,N80, N17,6,4,10,0.5990083808593191,0.0,-0.46536062312376636,-0.9869746680236573,-1.0543088025934306,-1.151861641102883,-1.1239029738980328,-1.4107600442453092,1.260324160054464,0.0,-0.8885005832451761,-0.9417836915869431,0.1557044147006251,0.0,-0.0,-0.7685779294457455,0.3241085373378542,0.5206114821277906,-0.0,5.088367753123651
PM91,HHOLL N84 - BHR CENTERFIRE 57,132,18,-3.6,66,107,0.25,0.74,31,-5,11,9,15,0.59,-0.03,19,0.3,0.01,68,64,N84, 57,7,3,10,0.5529308131009099,1.4379038798082324,0.9307212462475327,-0.6908822676165601,-0.46858169004152467,-0.493654989044093,-1.1239029738980328,0.0,0.5728746182065738,-1.1985907217686365,-0.8077278029501601,0.523213161992746,-0.1557044147006251,0.4640488217174656,0.6646585090029244,-1.0359093831660047,0.9723256120135626,0.6941486428370542,-1.0529461772445508,11.083608803229973
PM92,HHOLL N84 - GMRA PATRIOT N5243,140,18,-3.5,67,109,0.26,0.64,32,-1,10,8,18,0.57,0.05,25,0.14,0.01,73,66,N84, N5243,7,1,8,0.921551355168183,1.4379038798082324,1.3960818693712993,-0.5921848008141943,-0.35143626753114354,-0.32910332602939524,-1.6858544608470494,-0.7053800221226546,0.3437247709239437,0.5992953608843182,-0.323091121180064,-1.1510689563840415,0.23355662205093763,0.7734147028624427,0.5538820908357703,-0.7017450660156807,-0.3241085373378542,-0.6941486428370542,-1.0529461772445508,7.539105747638229
PM93,HHOLL N84 - HHOLL N17,139,16,-3.4,63,99,0.22,0.64,29,-2,11,8,17,0.63,-0.02,19,0.19,0.0,74,65,N84, N17,7,4,11,0.8754737874097739,0.47930129326941084,0.0,-0.9869746680236573,-0.9371633800830493,-0.9873099780881853,-1.1239029738980328,-0.7053800221226546,1.0311743127718338,0.0,-0.8077278029501601,-0.6278557943912955,0.3114088294012502,0.6187317622899541,0.4431056726686162,-0.7017450660156807,-0.0,0.5206114821277906,-0.0,9.603467125053973
PM94,HHOLL N90 - BHR CENTERFIRE 57,127,17,-3.7,66,101,0.22,0.69,32,-8,12,8,16,0.55,-0.07,14,0.35,0.01,76,51,N90, 57,6,3,9,0.3225429743088641,0.9586025865388217,1.3960818693712993,-0.6908822676165601,-0.8200179575726683,-0.9873099780881853,-0.5619514869490164,-0.7053800221226546,0.114574923641315,-0.5992953608843182,-1.2115917044252402,1.046426323985492,0.46711324410187527,-1.5468294057248855,0.7754349271700787,-0.8688272245908425,1.9446512240271252,1.3882972856741085,-1.0529461772445508,9.603445179464083
PM95,HHOLL N90 - GMRA PATRIOT N5243,135,17,-3.6,67,103,0.22,0.59,33,-4,11,8,18,0.52,0.01,20,0.19,0.01,81,54,N90, N5243,5,3,8,0.6911635163761374,0.9586025865388217,1.8614424924950654,-0.5921848008141943,-0.7028725350622871,-0.9873099780881853,-1.1239029738980328,-0.7053800221226546,-0.22914984728263,0.5992953608843182,-0.7269550226551441,-0.6278557943912955,0.8563742808534379,-1.0827805840074196,0.6646585090029244,-0.5346629074405184,0.6482170746757084,-0.0,-1.0529461772445508,7.040583139027152
PM96,HHOLL N90 - HHOLL N17,134,15,-3.4,63,93,0.19,0.59,30,-5,11,8,18,0.59,-0.06,14,0.23,0.0,82,52,N90, N17,6,4,10,0.6450859486177282,0.0,0.46536062312376636,-0.9869746680236573,-1.2885996476141928,-1.4809649671322782,-1.1239029738980328,-0.7053800221226546,0.5728746182065738,0.5992953608843182,-1.2115917044252402,-0.20928526479709839,0.9342264882037505,-1.3921464651523967,0.4431056726686162,-0.5346629074405184,0.9723256120135626,1.2147601249648448,-0.0,8.051312985896015
PM97,HHOLL N92 - BHR CENTERFIRE 57,126,18,-4.1,61,94,0.21,0.69,31,-8,12,9,15,0.61,-0.05,13,0.29,0.01,71,55,N92, 57,7,3,10,0.27646540655045493,1.4379038798082324,0.9307212462475327,-1.1843696016283887,-1.2300269363590022,-1.151861641102883,-0.5619514869490164,0.0,0.8020244654892037,-1.1985907217686365,-1.292364484720256,0.41857052959419677,0.07785220735031255,-0.9280976434349312,1.2185405998386942,-0.8688272245908425,1.9446512240271252,1.0412229642555815,-1.0529461772445508,10.605066814260638
PM98,HHOLL N92 - GMRA PATRIOT N5243,134,18,-4.0,63,97,0.21,0.59,32,-4,11,8,17,0.59,0.03,19,0.13,0.01,76,58,N92, N5243,6,2,8,0.6450859486177282,1.4379038798082324,1.3960818693712993,-0.9869746680236573,-1.0543088025934306,-1.151861641102883,-1.1239029738980328,-0.7053800221226546,0.5728746182065738,0.0,-0.8077278029501601,-1.255711588782591,0.46711324410187527,-0.4640488217174656,1.1077641816715407,-0.5346629074405184,0.6482170746757084,-0.34707432141852707,-1.0529461772445508,6.5300347643711465
PM99,HHOLL N92 - HHOLL N17,133,16,-3.8,58,86,0.18,0.59,29,-5,12,8,17,0.65,-0.04,14,0.17,0.0,77,56,N92, N17,6,4,10,0.5990083808593191,0.47930129326941084,0.0,-1.480462002035486,-1.698608626400527,-1.645516630146976,-0.5619514869490164,-0.7053800221226546,1.260324160054464,0.0,-1.2115917044252402,-0.8371410591883938,0.5449654514521878,-0.7734147028624427,0.8862113453372324,-0.5346629074405184,0.9723256120135626,0.8676858035463177,-0.0,7.990278865813952
PM100,HHOLL N93 - BHR CENTERFIRE 57,132,14,-2.5,62,97,0.22,0.72,29,-6,11,7,16,0.6,-0.1,16,0.47,0.01,71,61,N93, 57,6,2,8,0.5529308131009099,-0.47930129326941084,0.0,-1.0856721348260232,-1.0543088025934306,-0.9873099780881853,-1.1239029738980328,-1.4107600442453092,0.6874495418478888,-0.5992953608843182,-1.0500461438352082,2.302137912768083,0.07785220735031255,0.0,-0.5538820908357703,-0.9690765197359398,1.2964341493514169,1.9089087678018992,-1.0529461772445508,5.2895516948393535
