RAAA#,Name,PROS,CED,BW,WW,YW,ADG,DMI,Milk,ME,HPG,CEM,STAY,Marb,YG,CW,REA,FAT,HB,GM,cow,bull,higher_count,lower_count,Weight,combined_count,PROS_pct,CED_pct,Milk_pct,WW_pct,YW_pct,ADG_pct,HPG_pct,CEM_pct,Marb_pct,STAY_pct,CW_pct,REA_pct,HB_pct,GM_pct,BW_pct,DMI_pct,ME_pct,YG_pct,FAT_pct,pair_score
PM768,HHOLL L78 - SLB AUTHORITY 1278J,127,18,-4.7,59,85,0.16,0.41,31,-7,11,9,17,0.55,-0.09,14,0.21,-0.02,76,50,L78,1278J,7,5,1045.0,12,0.2833531618703533,1.245594455170377,0.39063183127331474,-0.8662816458647963,-1.0906158050622252,-1.3442694191393956,-1.0264198942443152,0.0,0.08218673202392517,0.0,-0.8361401509228421,-0.22736160350404197,0.31804864599568944,-0.7208552056214341,1.3757331311961587,0.09669615177307705,1.6405288617145142,1.380084129899012,1.7322720004447638,16.345829943843427
PM593,HHOLL K11 - SLB AUTHORITY 1278J,129,16,-4.1,59,87,0.18,0.43,24,-7,11,8,17,0.56,-0.12,12,0.19,-0.03,75,54,K11,1278J,5,5,1095.0,10,0.36431120811902573,0.41519815172345903,-0.976579578183287,-0.8662816458647963,-1.0179080847247437,-1.1202245159494966,-1.0264198942443152,-0.5865079429229716,0.16437346404785033,0.0,-0.9476255043792209,-0.3410424052560629,0.2650405383297412,-0.4587260399409126,0.8901802613622201,-0.0,1.6405288617145142,1.7941093688687157,2.5984080006671455,12.044327722454229
PM40,HHOLL H15 - HHOLL K20B,96,17,-3.8,56,83,0.17,0.42,21,-7,10,8,16,0.45,-0.05,4,-0.0,-0.01,63,34,H15,K20B,1,5,1215.0,6,-0.9714965549840686,0.8303963034469181,-1.562527325093259,-1.0519134271215385,-1.163323525399707,-1.232246967544446,-1.5396298413664726,-0.5865079429229716,-0.739680588215326,-0.3425959978512239,-1.3935669182047368,-1.421010021900262,-0.3710567536616377,-1.7693718683435202,0.6474038264452511,0.04834807588653853,1.6405288617145142,0.8280504779394074,0.8661360002223819,-1.5536484831083461
PM514,HHOLL K05 - VF SILVER BOW D172,160,13,-2.0,67,111,0.28,0.94,20,0,14,7,22,0.48,-0.01,18,0.16,0.0,106,54,K05,D172,5,2,,7,1.6191609249734473,-0.8303963034469181,-1.7578432407299165,-0.3712635625134841,-0.14541544067496337,0.0,0.5132099471221576,-1.1730158858459432,-0.493120392143551,1.71297998925612,-0.6131694440100842,-0.5115636078840943,1.9082918759741365,-0.4587260399409126,-0.809254783056564,-2.465751870213463,-0.6562115446858057,0.2760168259798024,-0.0,2.3794697221689978
PM111,HHOLL L88 - HHOLL K20B,99,17,-4.0,57,82,0.16,0.47,22,-7,11,8,15,0.62,-0.09,-1,0.03,-0.02,58,41,L88,K20B,2,4,898.0,6,-0.85005948561106,0.8303963034469181,-1.3672114094566015,-0.9900361667026243,-1.1996773855684477,-1.3442694191393956,-1.0264198942443152,-0.5865079429229716,0.6574938561914004,-0.6851919957024478,-1.6722803018456842,-1.2504888192722305,-0.6360972919913789,-1.3106458284026077,0.809254783056564,-0.19339230354615386,1.6405288617145142,1.380084129899012,1.7322720004447638,1.65540569406798
PM22,C66 - LASO SPLASH Z124G,113,14,-2.7,53,81,0.18,0.46,24,-2,10,6,18,0.52,-0.1,10,0.29,-0.01,64,49,C66,Z124G,2,3,1250.0,5,-0.2833531618703533,-0.41519815172345903,-0.976579578183287,-1.2375452083782805,-1.2360312457371887,-1.1202245159494966,-1.5396298413664726,-1.7595238287689148,-0.16437346404785033,0.3425959978512239,-1.0591108578356,0.2273616035040418,-0.31804864599568944,-0.7863874970415645,-0.24277643491696904,-0.1450442276596156,-0.0,1.5180925428889134,0.8661360002223819,-2.4042509017430396
PM767,HHOLL L78 - LSF SRR CHARTER 1181J,134,16,-3.8,64,102,0.23,0.66,28,1,12,8,16,0.61,0.05,29,0.06,-0.01,65,69,L78,1181J,5,2,1045.0,7,0.5667063237407066,0.41519815172345903,-0.19531591563665737,-0.5568953437702262,-0.472600182193631,-0.5601122579747483,-0.5132099471221576,-0.5865079429229716,0.5753071241674752,-0.3425959978512239,0.0,-1.0799676166441992,-0.2650405383297412,0.524258331361043,0.6474038264452511,-1.1120057453903855,-0.9843173170287085,-0.5520336519596049,0.8661360002223819,4.200553677610586
PM667,HHOLL L31 - FEDDES DEFENDER Y17-8269,107,14,-3.0,59,87,0.18,0.62,26,-4,12,7,15,0.65,-0.07,2,0.11,-0.01,63,45,L31,8269,1,4,1082.0,5,-0.5262273006163705,-0.41519815172345903,-0.5859477469099721,-0.8662816458647963,-1.0179080847247437,-1.1202245159494966,-0.5132099471221576,-1.1730158858459432,0.904054052263176,-0.6851919957024478,-1.5050522716611157,-0.7957656122641468,-0.3710567536616377,-1.048516662722086,-0.0,-0.9186134418442313,0.6562115446858057,1.1040673039192097,0.8661360002223819,-2.381044864019855
PM116,HHOLL M56 - HHOLL K20B,129,16,-3.3,62,94,0.2,0.51,22,-4,11,8,18,0.56,-0.02,15,0.05,-0.01,76,53,M56,K20B,5,4,,9,0.36431120811902573,0.41519815172345903,-1.3672114094566015,-0.6806498646080542,-0.7634310635435577,-0.8961796127595971,-1.0264198942443152,-0.5865079429229716,0.16437346404785033,0.3425959978512239,-0.7803974741946527,-1.1368080175202095,0.31804864599568944,-0.524258331361043,0.24277643491696904,-0.386784607092308,0.6562115446858057,0.4140252389697036,0.8661360002223819,5.668467546697197
PM815,HHOLL M65 - VF SILVER BOW D172,163,15,-3.5,61,102,0.26,0.76,22,0,15,8,20,0.64,0.03,16,0.11,0.01,98,65,M65,D172,7,1,1085.0,8,1.7405979943464562,0.0,-1.3672114094566015,-0.7425271250269682,-0.472600182193631,-0.2240449031898994,1.0264198942443152,-0.5865079429229716,0.8218673202392508,1.0277879935536718,-0.7246547974664632,-0.7957656122641468,1.4842270146465508,0.2621291656805215,0.404627391528282,-1.5954865042557702,-0.6562115446858057,-0.27601682597980237,-0.8661360002223819,7.068057580184906
PM12,D23 - HHOLL K20B,114,17,-3.7,49,71,0.14,0.27,24,-7,10,8,19,0.44,-0.04,2,0.02,-0.01,81,33,D23,K20B,3,5,1165.0,8,-0.24287413874601715,0.8303963034469181,-0.976579578183287,-1.4850542500539363,-1.5995698474245972,-1.5683143223292946,-1.5396298413664726,-0.5865079429229716,-0.8218673202392512,0.6851919957024478,-1.5050522716611157,-1.307329220148241,0.5830891843254307,-1.8349041597636504,0.566478348139595,0.7735692141846158,1.6405288617145142,0.690042064949506,0.8661360002223819,3.3328583561710303
PM563,HHOLL K34 - VF SILVER BOW D172,148,13,-2.0,64,107,0.26,0.86,26,2,13,7,20,0.56,0.02,20,0.1,0.0,87,61,K34,D172,6,1,1275.0,7,1.1334126474814132,-0.8303963034469181,-0.5859477469099721,-0.5568953437702262,-0.29083088134992674,-0.2240449031898994,0.0,-1.1730158858459432,0.16437346404785033,1.0277879935536718,-0.5016840905537053,-0.8526060131401572,0.9011378303211202,0.0,-0.809254783056564,-2.078967263121155,-1.3124230893716113,-0.1380084129899012,-0.0,0.6737031036329633
PM411,HHOLL J04 - SLB AUTHORITY 1278J,127,17,-4.6,51,74,0.14,0.2,22,-8,11,9,17,0.57,-0.11,6,0.12,-0.03,75,51,J04,1278J,6,5,,11,0.2833531618703533,0.8303963034469181,-1.3672114094566015,-1.3612997292161084,-1.4905082669183745,-1.5683143223292946,-1.0264198942443152,0.0,0.2465601960717746,0.0,-1.2820815647483579,-0.7389252113881363,0.2650405383297412,-0.6553229142013038,1.2948076528905021,1.112005745390385,1.968634634057417,1.6561009558788145,2.5984080006671455,13.81392510175299
PM4,C66 - HHOLL K20B,98,18,-3.9,53,75,0.14,0.31,23,-7,9,7,18,0.4,-0.05,1,-0.07,-0.01,74,24,C66,K20B,3,5,1250.0,8,-0.8905385087353962,1.245594455170377,-1.1718954938199442,-1.2375452083782805,-1.4541544067496337,-1.5683143223292946,-2.0528397884886305,-1.1730158858459432,-1.1506142483349513,0.3425959978512239,-1.5607949483893053,-1.8188928280323353,0.212032430663793,-2.4246947825448237,0.7283293047509074,0.5801769106384619,1.6405288617145142,0.8280504779394074,0.8661360002223819,0.22018966624426906
PM110,HHOLL L78 - HHOLL K20B,102,20,-5.3,54,78,0.15,0.44,26,-6,11,9,16,0.54,-0.05,3,0.05,-0.01,64,38,L78,K20B,3,4,1045.0,7,-0.7286224162380515,2.0759907586172948,-0.5859477469099721,-1.1756679479593664,-1.3450928262434114,-1.4562918707343453,-1.0264198942443152,0.0,0.0,-0.3425959978512239,-1.4493095949329264,-1.1368080175202095,-0.31804864599568944,-1.5072427026629986,1.8612860010300971,-0.04834807588653853,1.3124230893716113,0.8280504779394074,0.8661360002223819,5.640864046066104
PM60,HHOLL J80 - HHOLL K20B,106,18,-4.2,55,80,0.15,0.4,22,-8,11,8,16,0.56,-0.08,0,0.03,-0.01,68,38,J80,K20B,2,5,1080.0,7,-0.5667063237407066,1.245594455170377,-1.3672114094566015,-1.1137906875404524,-1.2723851059059297,-1.4562918707343453,-1.0264198942443152,-0.5865079429229716,0.16437346404785033,-0.3425959978512239,-1.6165376251174948,-1.2504888192722305,-0.1060162153318965,-1.5072427026629986,0.9711057396678768,0.14504422765961536,1.968634634057417,1.2420757169091108,0.8661360002223819,3.518053381054436
PM354,HHOLL J51 - LSF SRR CHARTER 1181J,159,15,-3.1,62,103,0.26,0.71,25,1,12,8,20,0.56,0.05,29,0.04,-0.01,88,71,J51,1181J,7,2,1190.0,9,1.5786819018491114,0.0,-0.7812636625466295,-0.6806498646080542,-0.4362463220248901,-0.2240449031898994,-0.5132099471221576,-0.5865079429229716,0.16437346404785033,1.0277879935536718,0.0,-1.1936484183962202,0.9541459379870683,0.6553229142013038,0.08092547830565647,-1.3537461248230775,-0.9843173170287085,-0.5520336519596049,0.8661360002223819,7.580153628861303
PM338,HHOLL J03 - FEDDES DEFENDER Y17-8269,111,18,-4.8,53,76,0.15,0.43,25,-6,12,9,18,0.54,-0.03,-1,-0.03,0.0,78,32,J03,8269,5,5,,10,-0.36431120811902573,1.245594455170377,-0.7812636625466295,-1.2375452083782805,-1.4178005465808927,-1.4562918707343453,-0.5132099471221576,0.0,0.0,0.3425959978512239,-1.6722803018456842,-1.5915312245282935,0.424064861327586,-1.9004364511837812,1.4566586095018148,-0.0,1.3124230893716113,0.5520336519596049,-0.0,6.660568963000497
PM377,HHOLL J65 - LSF CJR PRESIDENT 4454M,168,16,-4.8,61,92,0.19,0.57,31,0,11,8,22,0.81,-0.05,17,0.3,0.0,97,71,J65,4454M,8,3,1265.0,11,1.9429931099681372,0.41519815172345903,0.39063183127331474,-0.7425271250269682,-0.8361387838810395,-1.0082020643545468,-1.0264198942443152,-0.5865079429229716,2.219041764645978,1.71297998925612,-0.6689121207382737,0.28420200438005233,1.4312189069806025,0.6553229142013038,1.4566586095018148,-0.6768730624115388,-0.6562115446858057,0.8280504779394074,-0.0,17.235236789851328
PM911,HHOLL M12 - LASO SPLASH Z124G,127,15,-3.5,55,86,0.19,0.55,25,-2,11,7,15,0.72,-0.16,14,0.44,-0.02,56,71,M12,Z124G,5,4,1025.0,9,0.2833531618703533,0.0,-0.7812636625466295,-1.1137906875404524,-1.0542619448934845,-1.0082020643545468,-1.0264198942443152,-1.1730158858459432,1.4793611764306513,-0.6851919957024478,-0.8361401509228421,1.0799676166441992,-0.7421135073232754,0.6553229142013038,0.404627391528282,-0.5801769106384621,-0.0,2.3461430208283205,1.7322720004447638,9.064496894152445
PM235,HHOLL H37 - LSF SRR CHARTER 1181J,146,13,-2.3,65,108,0.27,0.75,20,2,12,7,19,0.48,0.03,32,0.08,-0.01,79,67,H37,1181J,5,1,,6,1.052454601232741,-0.8303963034469181,-1.7578432407299165,-0.49501808335131214,-0.2544770211811859,-0.1120224515949497,-0.5132099471221576,-1.1730158858459432,-0.493120392143551,0.6851919957024478,0.16722803018456842,-0.9662868148921782,0.47707296899353413,0.39319374852078226,-0.566478348139595,-1.5471384283692318,-1.3124230893716113,-0.27601682597980237,0.8661360002223819,-0.9042191626308353
PM619,HHOLL L06 - VF SILVER BOW D172,133,16,-3.3,61,100,0.24,0.82,18,-2,14,8,17,0.62,-0.05,10,0.13,-0.01,75,57,L06,D172,6,4,890.0,10,0.5262273006163705,0.41519815172345903,-2.148475072003231,-0.7425271250269682,-0.5453079025311126,-0.4480898063797988,0.5132099471221576,-0.5865079429229716,0.6574938561914004,0.0,-1.0591108578356,-0.6820848105121258,0.2650405383297412,-0.2621291656805215,0.24277643491696904,-1.885574959575001,-0.0,0.8280504779394074,0.8661360002223819,6.909641192166192
PM647,HHOLL L22 - VF SILVER BOW D172,125,14,-2.3,64,104,0.25,0.78,21,-2,14,7,17,0.55,-0.04,11,0.11,-0.0,73,53,L22,D172,5,3,938.0,8,0.20239511562168092,-0.41519815172345903,-1.562527325093259,-0.5568953437702262,-0.3998924618561493,-0.33606735478484917,0.5132099471221576,-1.1730158858459432,0.08218673202392517,0.0,-1.0033681811074107,-0.7957656122641468,0.15902432299784472,-0.524258331361043,-0.566478348139595,-1.6921826560288473,-0.0,0.690042064949506,0.0,0.7882038197607795
PM464,HHOLL K59 - FEDDES DEFENDER Y17-8269,104,17,-4.3,54,79,0.15,0.51,30,-3,12,8,17,0.53,-0.03,1,0.0,0.0,71,33,K59,8269,4,4,1160.0,8,-0.647664369989379,0.8303963034469181,0.19531591563665737,-1.1756679479593664,-1.3087389660746704,-1.4562918707343453,-0.5132099471221576,-0.5865079429229716,-0.08218673202392517,0.0,-1.5607949483893053,-1.421010021900262,0.05300810766594825,-1.8349041597636504,1.052031217973533,-0.386784607092308,0.32810577234290283,0.5520336519596049,-0.0,1.9021301396554309
PM729,HHOLL L63 - LASO SPLASH Z124G,121,9,-1.0,63,101,0.23,0.83,26,4,11,5,15,0.7,-0.15,21,0.6,-0.0,47,74,L63,Z124G,4,2,1050.0,6,0.04047902312433619,-2.491188910340754,-0.5859477469099721,-0.6187726041891403,-0.5089540423623719,-0.5601122579747483,-1.0264198942443152,-2.3460317716918864,1.3149877123828009,-0.6851919957024478,-0.4459414138255158,1.9894140306603667,-1.2191864763168094,0.8519197884616949,-1.618509566113128,-1.9339230354615395,-1.968634634057417,2.2081346078384194,0.0,-4.908407546202239
